,Ranking,Country,Regional indicator,Happiness score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,File
17,88,Bulgaria,Central and Eastern Europe,"5,2655","6,74535","0,89975",67.0,"0,69022","0,231","0,99157",data/raw/world_happiness_2021.csv
18,113,Burkina Faso,Sub-Saharan Africa,"4,8338","2,08086","0,40293",54.0,"0,53165","0,33691","0,77674",data/raw/world_happiness_2021.csv
19,140,Burundi,Sub-Saharan Africa,"3,7753",0,"0,05329",53.0,"0,41572","0,31852","0,6123",data/raw/world_happiness_2021.csv
20,114,Cambodia,Southeast Asia,"4,8304","3,44236","0,58036",62.0,"0,98037","0,38822","0,88816",data/raw/world_happiness_2021.csv
21,91,Cameroon,Sub-Saharan Africa,"5,1418","3,10058","0,47471",54.0,"0,59393","0,3782","0,89303",data/raw/world_happiness_2021.csv
22,14,Canada,North America and ANZ,"7,1033","8,26303","0,89088",74.0,"0,90575","0,45492","0,38807",data/raw/world_happiness_2021.csv
23,128,Chad,Sub-Saharan Africa,"4,3554","1,45411","0,30116",48.0,"0,33461","0,39712","0,84554",data/raw/world_happiness_2021.csv
24,43,Chile,Latin America and Caribbean,"6,1719","6,8561","0,80658",70.0,"0,61143","0,29391","0,87288",data/raw/world_happiness_2021.csv
25,84,China,East Asia,"5,3391","6,06207","0,66924",70.0,"0,8881","0,17144","0,78545",data/raw/world_happiness_2021.csv
26,52,Colombia,Latin America and Caribbean,"6,0124","5,83025","0,73847",68.0,"0,77371","0,18483","0,88515",data/raw/world_happiness_2021.csv
27,131,Comoros,Sub-Saharan Africa,"4,2886","2,7846","0,31338",57.0,"0,2819","0,4456","0,81488",data/raw/world_happiness_2021.csv
28,83,Congo (Brazzaville),Sub-Saharan Africa,"5,3417","2,95714","0,33417",58.0,"0,53194","0,26589","0,77295",data/raw/world_happiness_2021.csv
29,16,Costa Rica,Latin America and Caribbean,"7,0694","6,47464","0,82391",71.0,"0,93933","0,19487","0,84769",data/raw/world_happiness_2021.csv
30,60,Croatia,Central and Eastern Europe,"5,8817","7,14768","0,88595",71.0,"0,63212","0,20546",1,data/raw/world_happiness_2021.csv
31,39,Cyprus,Western Europe,"6,2235","7,86375","0,65284",74.0,"0,64801","0,32932","0,889",data/raw/world_happiness_2021.csv
32,18,Czech Republic,Central and Eastern Europe,"6,9647","7,82406","0,92998",71.0,"0,81013","0,09619","0,91653",data/raw/world_happiness_2021.csv
33,2,Denmark,Western Europe,"7,6195","8,57642","0,94517",73.0,"0,95837","0,38358","0,11299",data/raw/world_happiness_2021.csv
34,73,Dominican Republic,Latin America and Caribbean,"5,5451","6,31987","0,75007",66.0,"0,81207","0,18665","0,73737",data/raw/world_happiness_2021.csv
35,66,Ecuador,Latin America and Caribbean,"5,764","5,34315","0,68785",69.0,"0,78255","0,19824","0,88705",data/raw/world_happiness_2021.csv
36,132,Egypt,Middle East and North Africa,"4,2827","5,45037","0,55191",62.0,"0,62343","0,1278","0,83139",data/raw/world_happiness_2021.csv
37,49,El Salvador,Latin America and Caribbean,"6,0605","4,82622","0,57554",66.0,"0,85967","0,2144","0,70717",data/raw/world_happiness_2021.csv
38,40,Estonia,Western Europe,"6,1888","7,67446","0,92027",69.0,"0,89562","0,21931","0,51866",data/raw/world_happiness_2021.csv
39,133,Ethiopia,Sub-Saharan Africa,"4,2747","2,11179","0,57905",59.0,"0,62947","0,44613","0,79145",data/raw/world_happiness_2021.csv
40,1,Finland,Western Europe,"7,8421","8,26118","0,94362",72.0,"0,96454","0,22947","0,12117",data/raw/world_happiness_2021.csv
41,21,France,Western Europe,"6,6899","8,11889","0,92199",74.0,"0,748","0,1707","0,57009",data/raw/world_happiness_2021.csv
42,112,Gabon,Sub-Saharan Africa,"4,8518","5,92207","0,60308",60.0,"0,59282","0,10642","0,88363",data/raw/world_happiness_2021.csv
43,98,Gambia,Sub-Saharan Africa,"5,051","2,09648","0,4363",55.0,"0,53587","0,85851","0,77446",data/raw/world_happiness_2021.csv
44,108,Georgia,Commonwealth of Independent States,"4,8914","5,88527","0,40074",64.0,"0,68128","0,05991","0,66835",data/raw/world_happiness_2021.csv
45,13,Germany,Western Europe,"7,1545","8,45544","0,84669",73.0,"0,83861","0,36012","0,44109",data/raw/world_happiness_2021.csv
46,95,Ghana,Sub-Saharan Africa,"5,0884","3,88112","0,50767",58.0,"0,72191","0,49597","0,89369",data/raw/world_happiness_2021.csv
47,68,Greece,Middle East and North Africa,"5,7226","7,27059","0,69218",73.0,"0,33994",0,"0,86448",data/raw/world_happiness_2021.csv
48,30,Guatemala,Latin America and Caribbean,"6,4345","4,82532","0,67397",65.0,"0,89069","0,30198","0,8087",data/raw/world_happiness_2021.csv
49,102,Guinea,Sub-Saharan Africa,"4,9843","2,39946","0,33995",55.0,"0,53616","0,46141","0,79789",data/raw/world_happiness_2021.csv
50,143,Haiti,Latin America and Caribbean,"3,6149","1,67985","0,1478",56.0,"0,35964","0,85533","0,7454",data/raw/world_happiness_2021.csv
51,59,Honduras,Latin America and Caribbean,"5,9192","4,01677","0,67134",67.0,"0,80778","0,4449","0,84769",data/raw/world_happiness_2021.csv
52,77,Hong Kong S.A.R. of China,East Asia,"5,4767","8,7104","0,71719",77.0,"0,56946","0,42846","0,37404",data/raw/world_happiness_2021.csv
53,53,Hungary,Central and Eastern Europe,"5,9916","7,42912","0,92415",68.0,"0,63424","0,1229","0,92633",data/raw/world_happiness_2021.csv
54,4,Iceland,Western Europe,"7,5539","8,46586",1,73.0,"0,97449","0,54046","0,6892",data/raw/world_happiness_2021.csv
55,139,India,South Asia,"3,8189","4,23021","0,26976",61.0,"0,86913","0,45496","0,80681",data/raw/world_happiness_2021.csv
56,82,Indonesia,Southeast Asia,"5,3445","5,44669","0,67036",62.0,"0,83471",1,"0,91599",data/raw/world_happiness_2021.csv
57,118,Iran,Middle East and North Africa,"4,7212","5,88487","0,47556",66.0,"0,38368","0,61061","0,7374",data/raw/world_happiness_2021.csv
58,111,Iraq,Middle East and North Africa,"4,8541","5,19779","0,54407",61.0,"0,42152","0,28332","0,9252",data/raw/world_happiness_2021.csv
59,15,Ireland,Western Europe,"7,0853","9,39281","0,93137",72.0,"0,84572","0,44033","0,32797",data/raw/world_happiness_2021.csv
60,12,Israel,Middle East and North Africa,"7,1571","7,8612","0,916",74.0,"0,7109","0,38427","0,78279",data/raw/world_happiness_2021.csv
61,28,Italy,Western Europe,"6,4831","7,95726","0,80209",74.0,"0,52885","0,24578","0,91415",data/raw/world_happiness_2021.csv
62,85,Ivory Coast,Sub-Saharan Africa,"5,306","3,82295","0,34881",50.0,"0,61136","0,32742","0,83103",data/raw/world_happiness_2021.csv
63,37,Jamaica,Latin America and Caribbean,"6,3092","5,09031","0,79545",68.0,"0,8631","0,18242","0,93593",data/raw/world_happiness_2021.csv
64,56,Japan,East Asia,"5,9405","7,93438","0,80975",75.0,"0,70362","0,03611","0,6484",data/raw/world_happiness_2021.csv
65,127,Jordan,Middle East and North Africa,"4,3946","5,08214","0,58467",67.0,"0,63484","0,14627","0,72628",data/raw/world_happiness_2021.csv
66,45,Kazakhstan,Commonwealth of Independent States,"6,1518","7,0231","0,94075",65.0,"0,80011","0,2636","0,75943",data/raw/world_happiness_2021.csv
67,121,Kenya,Sub-Saharan Africa,"4,6066","3,44317","0,43331",61.0,"0,67438","0,69304","0,86716",data/raw/world_happiness_2021.csv
68,33,Kosovo,Central and Eastern Europe,"6,372","5,35379","0,68871",64.0,"0,82807","0,65755","0,97451",data/raw/world_happiness_2021.csv
69,47,Kuwait,Middle East and North Africa,"6,1061","8,34399","0,73065",67.0,"0,82487","0,22176","0,76311",data/raw/world_happiness_2021.csv
70,67,Kyrgyzstan,Commonwealth of Independent States,"5,7436","3,79776","0,82789",64.0,"0,9395","0,49109","0,96314",data/raw/world_happiness_2021.csv
71,100,Laos,East Asia,"5,03","4,61369","0,51001",59.0,"0,89789","0,49571","0,67209",data/raw/world_happiness_2021.csv
72,51,Latvia,Western Europe,"6,032","7,3424","0,89346",67.0,"0,56563","0,15203","0,83724",data/raw/world_happiness_2021.csv
73,123,Lebanon,Middle East and North Africa,"4,5838","5,96729","0,74031",67.0,"0,24384","0,25875","0,95192",data/raw/world_happiness_2021.csv
74,145,Lesotho,Sub-Saharan Africa,"3,5118","2,57512","0,6232",49.0,"0,56631","0,18997","0,97205",data/raw/world_happiness_2021.csv
75,120,Liberia,Sub-Saharan Africa,"4,6252","1,30184","0,49489",56.0,"0,60083","0,40784","0,89568",data/raw/world_happiness_2021.csv
76,80,Libya,Middle East and North Africa,"5,4103","5,96054","0,70026",62.0,"0,66168","0,24287","0,6819",data/raw/world_happiness_2021.csv
77,38,Lithuania,Western Europe,"6,2554","7,70947","0,90851",68.0,"0,66529","0,10301","0,86737",data/raw/world_happiness_2021.csv
78,8,Luxembourg,Western Europe,"7,3244",10,"0,85558",73.0,"0,89301","0,30684","0,3551",data/raw/world_happiness_2021.csv
79,135,Madagascar,Sub-Saharan Africa,"4,2085","1,51864","0,42883",59.0,"0,28964","0,3411","0,84115",data/raw/world_happiness_2021.csv
80,144,Malawi,Sub-Saharan Africa,"3,6","0,64296","0,14298",58.0,"0,67635","0,39358","0,75475",data/raw/world_happiness_2021.csv
81,81,Malaysia,Southeast Asia,"5,3843","7,1895","0,68016",67.0,"0,87168","0,49831","0,88332",data/raw/world_happiness_2021.csv
82,89,Maldives,East Asia,"5,1976","6,36701","0,8659",71.0,"0,80256","0,37622","0,86623",data/raw/world_happiness_2021.csv
83,117,Mali,Sub-Saharan Africa,"4,7235","2,21162","0,50325",52.0,"0,53624","0,30388","0,86888",data/raw/world_happiness_2021.csv
84,23,Malta,Western Europe,"6,602","8,05856","0,90005",72.0,"0,92705","0,50717","0,66601",data/raw/world_happiness_2021.csv
85,134,Mauritania,Middle East and North Africa,"4,2274","3,80442","0,63873",57.0,"0,30503","0,21905","0,7569",data/raw/world_happiness_2021.csv
86,50,Mauritius,Sub-Saharan Africa,"6,049","6,73044","0,84964",67.0,"0,82459","0,28208","0,82469",data/raw/world_happiness_2021.csv
87,36,Mexico,Latin America and Caribbean,"6,3168","6,43272","0,70778",69.0,"0,81706","0,17035","0,83641",data/raw/world_happiness_2021.csv
88,65,Moldova,Central and Eastern Europe,"5,7664","5,62459","0,75754",66.0,"0,74839","0,25247","0,97536",data/raw/world_happiness_2021.csv
89,70,Mongolia,East Asia,"5,6772","5,51731","0,9082",63.0,"0,55385","0,48652","0,90335",data/raw/world_happiness_2021.csv
90,72,Montenegro,Central and Eastern Europe,"5,5805","6,59448","0,76034",69.0,"0,55432","0,30606","0,85181",data/raw/world_happiness_2021.csv
91,106,Morocco,Middle East and North Africa,"4,918","4,52474","0,18719",66.0,"0,66589","0,06321","0,83919",data/raw/world_happiness_2021.csv
92,115,Mozambique,Sub-Saharan Africa,"4,7945","1,04394","0,54046",55.0,"0,84989","0,42057","0,70266",data/raw/world_happiness_2021.csv
93,126,Myanmar,Southeast Asia,"4,4258","3,80272","0,60797",59.0,"0,83938","0,96061","0,67365",data/raw/world_happiness_2021.csv
94,124,Namibia,Sub-Saharan Africa,"4,5741","5,03915","0,6832",57.0,"0,57369","0,16775","0,89195",data/raw/world_happiness_2021.csv
95,87,Nepal,South Asia,"5,2689","2,96276","0,59919",64.0,"0,68106","0,53051","0,75292",data/raw/world_happiness_2021.csv
96,5,Netherlands,Western Europe,"7,464","8,5737","0,92056",72.0,"0,9031","0,5587","0,29856",data/raw/world_happiness_2021.csv
97,9,New Zealand,North America and ANZ,"7,2766","7,9968","0,93314",73.0,"0,92938","0,50911","0,18624",data/raw/world_happiness_2021.csv
98,55,Nicaragua,Latin America and Caribbean,"5,9721","3,96098","0,77138",68.0,"0,77172","0,37092","0,67838",data/raw/world_happiness_2021.csv
99,96,Niger,Sub-Saharan Africa,"5,0741","0,92251","0,34312",54.0,"0,72126","0,36953","0,71215",data/raw/world_happiness_2021.csv
100,116,Nigeria,Sub-Saharan Africa,"4,7593","3,78638","0,53327",50.0,"0,60448","0,39237","0,92894",data/raw/world_happiness_2021.csv
101,94,North Macedonia,Central and Eastern Europe,"5,1012","6,10203","0,65815",65.0,"0,62789","0,3925","0,96015",data/raw/world_happiness_2021.csv
102,6,Norway,Western Europe,"7,3925","8,81579","0,94524",73.0,"0,98208","0,4599","0,21935",data/raw/world_happiness_2021.csv
103,105,Pakistan,South Asia,"4,934","3,63774","0,36125",59.0,"0,58436","0,46489","0,82229",data/raw/world_happiness_2021.csv
104,125,Palestinian Territories,Middle East and North Africa,"4,5167","3,69013","0,69828",62.0,"0,46105","0,15142","0,86234",data/raw/world_happiness_2021.csv
105,41,Panama,Latin America and Caribbean,"6,1796","7,413","0,83269",70.0,"0,83302","0,14688","0,90243",data/raw/world_happiness_2021.csv
106,71,Paraguay,Latin America and Caribbean,"5,6526","5,61302","0,82782",66.0,"0,84076","0,38118","0,93275",data/raw/world_happiness_2021.csv
107,63,Peru,Latin America and Caribbean,"5,8396","5,63345","0,71048",68.0,"0,74818","0,16156","0,94377",data/raw/world_happiness_2021.csv
108,61,Philippines,Southeast Asia,"5,8802","4,86958","0,70594",62.0,"0,9097","0,23058","0,76956",data/raw/world_happiness_2021.csv
109,44,Poland,Central and Eastern Europe,"6,1661","7,47651","0,83732",70.0,"0,77988","0,14859","0,76207",data/raw/world_happiness_2021.csv
110,58,Portugal,Western Europe,"5,929","7,55476","0,80111",73.0,"0,86673","0,05274","0,93933",data/raw/world_happiness_2021.csv
111,46,Romania,Central and Eastern Europe,"6,14","7,28045","0,70976",67.0,"0,7874","0,08279","0,99875",data/raw/world_happiness_2021.csv
112,76,Russia,Commonwealth of Independent States,"5,4772","7,0909","0,84612",65.0,"0,57157","0,21297","0,88952",data/raw/world_happiness_2021.csv
113,147,Rwanda,Sub-Saharan Africa,"3,4147","2,07692","0,17247",61.0,"0,8753","0,42024","0,09895",data/raw/world_happiness_2021.csv
114,26,Saudi Arabia,Middle East and North Africa,"6,494","8,19593","0,82245",67.0,"0,84216","0,16719","0,70219",data/raw/world_happiness_2021.csv
115,92,Senegal,Sub-Saharan Africa,"5,1318","2,95906","0,47591",60.0,"0,53276","0,29185","0,83836",data/raw/world_happiness_2021.csv
116,48,Serbia,Central and Eastern Europe,"6,0779","6,28846","0,78804",69.0,"0,67271","0,34994","0,87865",data/raw/world_happiness_2021.csv
117,138,Sierra Leone,Sub-Saharan Africa,"3,8494","1,59352","0,3217",52.0,"0,57009","0,44853","0,9149",data/raw/world_happiness_2021.csv
118,32,Singapore,Southeast Asia,"6,3765","9,6836","0,86924",77.0,"0,92703","0,32509",0,data/raw/world_happiness_2021.csv
119,34,Slovakia,Central and Eastern Europe,"6,3309","7,45049","0,90955",69.0,"0,65371","0,19812","0,96723",data/raw/world_happiness_2021.csv
120,29,Slovenia,Central and Eastern Europe,"6,4607","7,77061","0,93279",71.0,"0,96345","0,22595","0,84504",data/raw/world_happiness_2021.csv
121,103,South Africa,Sub-Saharan Africa,"4,9564","5,52209","0,76313",57.0,"0,62482","0,26655","0,90697",data/raw/world_happiness_2021.csv
122,62,South Korea,East Asia,"5,8455","8,01277","0,64663",74.0,"0,49333","0,24698","0,75243",data/raw/world_happiness_2021.csv
123,27,Spain,Western Europe,"6,4907","7,8534","0,9013",75.0,"0,64519","0,2495","0,77365",data/raw/world_happiness_2021.csv
124,129,Sri Lanka,South Asia,"4,325","5,65743","0,69937",67.0,"0,78129","0,44231","0,91105",data/raw/world_happiness_2021.csv
125,130,Swaziland,Sub-Saharan Africa,"4,3081","4,84883","0,59133",51.0,"0,45051","0,12449","0,73048",data/raw/world_happiness_2021.csv
126,7,Sweden,Western Europe,"7,3627","8,44436","0,90558",73.0,"0,95662","0,45121","0,18137",data/raw/world_happiness_2021.csv
127,3,Switzerland,Western Europe,"7,5715","8,94398","0,92083",74.0,"0,91274","0,37698","0,24463",data/raw/world_happiness_2021.csv
128,24,Taiwan Province of China,East Asia,"6,5844","8,45234","0,8373",70.0,"0,68427","0,26233","0,74572",data/raw/world_happiness_2021.csv
129,78,Tajikistan,Commonwealth of Independent States,"5,4662","2,90437","0,76318",64.0,"0,76524","0,28008","0,54898",data/raw/world_happiness_2021.csv
130,142,Tanzania,Sub-Saharan Africa,"3,6232","2,47494","0,46023",58.0,"0,76717","0,56804","0,57737",data/raw/world_happiness_2021.csv
131,54,Thailand,Southeast Asia,"5,9847","6,3245","0,81664",67.0,"0,85368","0,69367","0,94871",data/raw/world_happiness_2021.csv
132,136,Togo,Sub-Saharan Africa,"4,1068","1,45093","0,2043",55.0,"0,40389","0,38529","0,80512",data/raw/world_happiness_2021.csv
133,122,Tunisia,Middle East and North Africa,"4,5965","5,24916","0,43891",67.0,"0,46594","0,10556","0,91908",data/raw/world_happiness_2021.csv
134,104,Turkey,Middle East and North Africa,"4,9476","7,19412","0,69028",67.0,"0,32981","0,17921","0,80903",data/raw/world_happiness_2021.csv
135,97,Turkmenistan,Commonwealth of Independent States,"5,0664","5,97458","0,99988",62.0,"0,84118","0,67612","0,94017",data/raw/world_happiness_2021.csv
136,119,Uganda,Sub-Saharan Africa,"4,6365","2,07955","0,61212",56.0,"0,55589","0,49394","0,90151",data/raw/world_happiness_2021.csv
137,110,Ukraine,Commonwealth of Independent States,"4,8748","5,58894","0,81739",65.0,"0,58244","0,334","0,98189",data/raw/world_happiness_2021.csv
138,25,United Arab Emirates,Middle East and North Africa,"6,5605","8,87917","0,73373",67.0,"0,93587","0,43648","0,59155",data/raw/world_happiness_2021.csv
139,17,United Kingdom,Western Europe,"7,0636","8,12537","0,90592",73.0,"0,81058","0,62862","0,44029",data/raw/world_happiness_2021.csv
140,19,United States,North America and ANZ,"6,9515","8,75594","0,87876",68.0,"0,77367","0,46594","0,71859",data/raw/world_happiness_2021.csv
141,31,Uruguay,Latin America and Caribbean,"6,4314","6,6456","0,88861",69.0,"0,87359","0,23615","0,59205",data/raw/world_happiness_2021.csv
142,42,Uzbekistan,Commonwealth of Independent States,"6,1788","4,39232","0,8761",65.0,1,"0,72177","0,50518",data/raw/world_happiness_2021.csv
143,107,Venezuela,Latin America and Caribbean,"4,8922","4,86463","0,76552",67.0,"0,39707","0,1439","0,86857",data/raw/world_happiness_2021.csv
144,79,Vietnam,Southeast Asia,"5,4108","4,66518","0,74449",68.0,"0,9481","0,22965","0,8333",data/raw/world_happiness_2021.csv
145,141,Yemen,Middle East and North Africa,"3,6579","1,882","0,70904",57.0,"0,3746","0,17047","0,83781",data/raw/world_happiness_2021.csv
146,137,Zambia,Sub-Saharan Africa,"4,0734","3,01348","0,47069",56.0,"0,68009","0,42024","0,86481",data/raw/world_happiness_2021.csv
147,148,Zimbabwe,Sub-Saharan Africa,"3,1448","2,60868","0,55324",56.0,"0,50129","0,29023","0,86197",data/raw/world_happiness_2021.csv
0,146,Afghanistan,South Asia,"2,4038","3,43077",0,65.0,0,"0,18993","0,00832",data/raw/world_happiness_2022.csv
1,90,Albania,Central and Eastern Europe,"5,1988","6,51098","0,48923",78.0,"0,69039","0,29574","0,04836",data/raw/world_happiness_2022.csv
2,96,Argelia,Sub-Saharan Africa,"5,1223","6,16812","0,73461",76.0,"0,19727","0,22752","0,25535",data/raw/world_happiness_2022.csv
3,57,Argentina,Latin America and Caribbean,"5,967","7,20403","0,83488",76.0,"0,75047","0,17207","0,14472",data/raw/world_happiness_2022.csv
4,82,Armenia,Commonwealth of Independent States,"5,3986","6,49102","0,62118",76.0,"0,75348","0,11645","0,35769",data/raw/world_happiness_2022.csv
5,12,Australia,North America and ANZ,"7,1621","8,59913","0,91171",80.0,"0,91414","0,55053","0,58117",data/raw/world_happiness_2022.csv
6,11,Austria,Western Europe,"7,163","8,74141","0,88283",80.0,"0,84156","0,41306","0,56086",data/raw/world_happiness_2022.csv
7,92,Azerbaijan,Commonwealth of Independent States,"5,1734","6,599","0,82811",73.0,"0,81198","0,05007","0,58051",data/raw/world_happiness_2022.csv
8,21,Bahrain,Middle East and North Africa,"6,6469","8,39134","0,77954",75.0,"0,93632","0,42584","0,26344",data/raw/world_happiness_2022.csv
9,94,Bangladesh,South Asia,"5,1555","4,79885","0,46496",74.0,"0,84087","0,267","0,31816",data/raw/world_happiness_2022.csv
10,65,Belarus,Commonwealth of Independent States,"5,8215","7,06956","0,87623",75.0,"0,46192","0,08452","0,48057",data/raw/world_happiness_2022.csv
11,19,Belgium,Western Europe,"6,805","8,63249","0,83805",79.0,"0,66475","0,10548","0,34685",data/raw/world_happiness_2022.csv
